City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
Gazojak,TM,41.1875,61.4036,37.85,47,100,3.85,overcast clouds
Riyadh,SA,24.6877,46.7219,64.54,50,70,13.51,broken clouds
Bayonet Point,US,28.3267,-82.6834,47.95,45,96,1.99,overcast clouds
Hanzhong,CN,33.0728,107.0303,38.53,66,96,1.34,overcast clouds
Mandalgovi,MN,45.7625,106.2708,-1.12,85,62,14.63,broken clouds
Dargaville,NZ,-35.9333,173.8833,59.94,93,18,1.21,few clouds
Mantua,IT,45.1667,10.7833,51.04,91,100,3.31,overcast clouds
Ovalle,CL,-30.5983,-71.2003,73.54,50,55,5.06,broken clouds
Twentynine Palms,US,34.1356,-116.0542,65.07,34,69,7.0,broken clouds
San Policarpo,PH,12.1791,125.5072,77.9,83,100,19.48,overcast clouds
Rodrigues Alves,BR,-7.738,-72.6509,71.8,99,100,2.17,overcast clouds
Grindavik,IS,63.8424,-22.4338,19.87,53,75,10.36,broken clouds
Cayenne,GF,4.9333,-52.3333,82.44,78,75,13.8,broken clouds
Gallup,US,35.5281,-108.7426,20.16,50,94,4.45,overcast clouds
Mokhsogollokh,RU,61.4681,128.9203,-35.01,100,99,2.59,overcast clouds
Biu,NG,10.6129,12.1946,78.53,19,0,10.09,clear sky
Dhidhdhoo,MV,6.8833,73.1,81.25,78,100,14.09,overcast clouds
Itaquyry,PY,-24.9333,-55.2167,96.98,30,0,0.92,clear sky
Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,82.9,65,100,10.76,overcast clouds
Killybegs,IE,54.6333,-8.45,44.31,60,84,16.93,broken clouds
Somerset,US,40.5668,-74.5496,26.13,57,0,5.75,clear sky
Makakilo City,US,21.3469,-158.0858,70.99,88,20,4.61,few clouds
Cururupu,BR,-1.8283,-44.8683,88.07,53,57,8.39,broken clouds
Isabela,PH,6.7085,121.9711,77.05,89,100,1.34,overcast clouds
Hirara,JP,24.8,125.2833,64.92,63,40,16.98,scattered clouds
Trincomalee,LK,8.5711,81.2335,79.45,84,86,11.16,overcast clouds
Griffith,US,41.5284,-87.4237,19.31,80,100,3.44,overcast clouds
Palmares Do Sul,BR,-30.2578,-50.5097,75.9,64,86,11.12,overcast clouds
Jaguaribe,BR,-5.8906,-38.6219,95.13,28,82,8.81,broken clouds
Olmos,PE,-5.9847,-79.7453,83.77,47,99,6.15,overcast clouds
Nemuro,JP,43.3236,145.575,36.36,80,92,18.23,overcast clouds
Jesup,US,31.6074,-81.8854,39.94,38,0,0.0,clear sky
Bandarbeyla,SO,9.4942,50.8122,76.98,67,46,12.53,scattered clouds
Kindu,CD,-2.95,25.95,75.22,84,100,1.01,overcast clouds
Smalininkai,LT,55.0735,22.5793,33.21,98,100,11.52,light snow
Aktash,RU,50.3,87.7333,-8.3,86,45,3.96,scattered clouds
Laguna,US,38.421,-121.4238,50.02,97,100,0.0,fog
Homer,US,59.6425,-151.5483,39.79,74,100,18.99,light rain
Baykit,RU,61.67,96.37,2.95,99,100,3.91,overcast clouds
Chokurdakh,RU,70.6333,147.9167,-5.91,98,100,8.7,overcast clouds
Fairbanks,US,64.8378,-147.7164,-0.4,75,100,5.75,light snow
Kazachinskoye,RU,57.6953,93.2761,18.16,95,99,6.31,overcast clouds
Guanay,BO,-15.4975,-67.8797,91.74,39,86,2.64,overcast clouds
Yerbogachen,RU,61.2767,108.0108,-15.05,100,95,5.17,overcast clouds
Vila Velha,BR,-20.3297,-40.2925,78.75,96,75,8.05,broken clouds
Puerto Escondido,MX,15.85,-97.0667,77.83,78,40,5.75,scattered clouds
Jales,BR,-20.2689,-50.5458,80.64,65,100,5.23,overcast clouds
Belaya Gora,RU,68.5333,146.4167,-13.27,99,100,4.27,overcast clouds
Nioro,GM,13.35,-15.75,93.99,11,75,3.44,broken clouds
San Patricio,US,28.017,-97.5169,49.87,33,0,2.57,clear sky
Wattegama,LK,6.7989,81.4808,72.48,91,44,3.04,scattered clouds
Filingue,NE,14.3521,3.3168,83.97,15,0,15.64,clear sky
Kashary,RU,49.04,41.0056,34.2,99,100,6.76,overcast clouds
Corn Island,NI,12.1694,-83.0418,80.15,76,5,17.76,clear sky
Rosiile,RO,44.8667,23.9333,41.58,72,66,2.17,broken clouds
Buraydah,SA,26.326,43.975,61.25,51,3,9.8,clear sky
Geraldton,AU,-28.7667,114.6,68.41,68,40,19.57,scattered clouds
Rio Grande,BR,-32.035,-52.0986,77.11,58,45,13.33,scattered clouds
Rio Brilhante,BR,-21.8019,-54.5464,93.22,35,92,5.48,overcast clouds
Kempsey,AU,-31.0833,152.8333,63.95,92,13,1.99,few clouds
Le Port,RE,-20.9373,55.2919,80.6,70,24,5.77,few clouds
Lucapa,AO,-8.4192,20.7447,71.69,92,92,3.94,moderate rain
Cruz Grande,MX,16.7333,-99.1333,82.85,46,83,1.36,broken clouds
Ketchikan,US,55.3422,-131.6461,48.18,93,40,0.0,light rain
Hatillo,PR,18.4863,-66.8254,85.37,71,5,8.01,clear sky
Jurm,AF,36.8648,70.8342,33.49,47,96,4.99,overcast clouds
Yulara,AU,-25.2406,130.9889,82.51,53,33,9.64,scattered clouds
Alice Springs,AU,-23.7,133.8833,72.95,94,40,1.14,scattered clouds
Male,MV,4.1748,73.5089,84.15,79,75,12.66,broken clouds
Keetmanshoop,NA,-26.5833,18.1333,94.23,8,1,5.99,clear sky
Kenai,US,60.5544,-151.2583,34.14,65,40,28.77,scattered clouds
Huilong,CN,31.8111,121.655,37.92,64,7,7.25,clear sky
Katherine,AU,-14.4667,132.2667,80.92,83,100,4.61,overcast clouds
Colares,PT,38.7992,-9.4469,67.68,89,40,11.99,scattered clouds
Mayo,US,38.8876,-76.5119,30.31,53,0,9.22,clear sky
Lata,PT,40.1629,-8.3327,61.07,85,70,1.9,broken clouds
Seoul,KR,37.5683,126.9778,22.44,83,0,2.3,clear sky
Malinovoye Ozero,RU,51.6753,79.7825,9.79,90,100,5.57,overcast clouds
Lodwar,KE,3.1191,35.5973,91.47,30,98,10.92,overcast clouds
Pimenta Bueno,BR,-11.6725,-61.1936,80.38,76,99,2.06,overcast clouds
Gannavaram,IN,16.5333,80.8,78.78,83,40,3.44,mist
Grand Gaube,MU,-20.0064,57.6608,79.38,69,10,5.99,clear sky
Sayyan,YE,15.1718,44.3244,56.52,75,11,5.93,few clouds
La Palma,US,33.8464,-118.0467,73.9,57,75,0.0,broken clouds
Luganville,VU,-15.5333,167.1667,78.19,81,93,3.8,overcast clouds
Maine-Soroa,NE,13.2114,12.0241,75.94,22,0,15.9,clear sky
Seminole,US,28.7086,-81.2081,48.25,50,0,6.91,clear sky
Buchanan,LR,5.8808,-10.0467,83.28,66,44,9.4,scattered clouds
Balykshi,KZ,47.0667,51.8667,17.6,73,0,6.71,clear sky
Mahebourg,MU,-20.4081,57.7,79.25,78,40,5.75,scattered clouds
Watertown,US,42.3709,-71.1828,29.28,54,0,16.11,clear sky
Kavali,IN,14.9167,79.9833,76.51,87,19,5.64,few clouds
Casma,CL,-41.0082,-73.1244,71.24,44,3,7.09,clear sky
Komyshuvakha,UA,47.7176,35.5288,41.2,91,100,5.14,overcast clouds
Kingsland,US,30.8,-81.6898,43.97,40,81,4.14,broken clouds
Los Llanos De Aridane,ES,28.6585,-17.9182,59.13,86,75,6.91,drizzle
Agua Buena,PA,7.8167,-80.4,84.76,99,52,13.96,broken clouds
Havre-Saint-Pierre,CA,50.2334,-63.5986,19.4,82,99,16.75,light snow
Corsicana,US,32.0954,-96.4689,42.75,44,0,9.22,clear sky
Saint-Joseph,RE,-21.3667,55.6167,79.18,80,27,11.68,scattered clouds
Tautira,PF,-17.7333,-149.15,78.67,79,33,8.61,light rain
Ostrovnoy,RU,68.0531,39.5131,21.13,84,100,20.47,overcast clouds
Port Hardy,CA,50.6996,-127.4199,48.38,93,100,17.27,light intensity shower rain
Boyolangu,ID,-8.1181,111.8935,75.72,88,99,3.36,overcast clouds
Ladybrand,ZA,-29.1945,27.4574,76.96,39,90,1.72,overcast clouds
Roma,US,43.2128,-75.4557,23.95,65,0,6.91,clear sky
Nedjo,ET,9.5046,35.5019,61.95,48,64,2.82,broken clouds
Port Lincoln,AU,-34.7333,135.8667,75.81,56,43,8.79,scattered clouds
Fereydun Kenar,IR,36.6864,52.5225,52.36,81,100,1.95,light rain
Kavaratti,IN,10.5669,72.642,80.94,79,100,16.11,overcast clouds
Itarema,BR,-2.9248,-39.9167,86.65,52,43,17.11,scattered clouds
Katsuura,JP,35.1333,140.3,44.06,54,5,11.79,clear sky
Nelson Bay,AU,-32.7167,152.15,70.09,93,5,8.01,clear sky
Sembe,CG,1.6481,14.5806,88.11,37,38,0.16,scattered clouds
Atbasar,KZ,51.8,68.3333,5.49,89,100,4.12,overcast clouds
Muravlenko,RU,63.7898,74.523,2.12,95,12,12.21,few clouds
Sitrah,BH,26.1547,50.6206,68.0,64,75,4.61,broken clouds
Moron,AR,-34.6534,-58.6198,79.95,34,0,3.56,clear sky
Bozhou,CN,33.8772,115.7703,31.95,84,6,2.51,clear sky
Backa Topola,RS,45.8152,19.6318,50.88,80,89,8.59,overcast clouds
Jizan,SA,17.3333,42.6667,77.94,52,43,9.84,scattered clouds
Tarabuco,BO,-19.1667,-64.9167,56.28,54,71,9.4,broken clouds
Ajaccio,FR,42.0,8.9167,57.18,63,0,2.3,clear sky
Tutayev,RU,57.8853,39.5406,0.55,100,98,1.16,overcast clouds
Hoi An,VN,15.8794,108.335,66.16,81,100,6.91,overcast clouds
Sungairaya,ID,0.7,108.9,77.14,87,100,7.99,overcast clouds
Mangrol,IN,21.1167,70.1167,70.5,35,0,11.63,clear sky
Provideniya,RU,64.3833,-173.3,8.53,68,1,19.1,clear sky
Markova,UA,48.6758,24.4138,44.19,85,94,6.4,overcast clouds
Makhalino,RU,53.0854,46.2211,24.62,97,99,5.37,overcast clouds
Yining,CN,29.0361,114.5636,45.52,55,89,2.51,overcast clouds
Heiligenhafen,DE,54.3667,10.9833,42.06,87,96,26.84,overcast clouds
Lodja,CD,-3.4833,23.4333,75.92,81,84,1.3,light rain
Pemangkat,ID,1.1667,108.9667,77.2,86,100,7.72,overcast clouds
Bakaly,RU,55.1789,53.8028,23.32,94,100,1.86,overcast clouds
Ambilobe,MG,-13.2,49.05,77.65,84,85,0.87,light rain
Ampanihy,MG,-24.7,44.75,76.64,84,72,8.01,moderate rain
Naryan-Mar,RU,67.6713,53.087,17.92,95,100,7.56,overcast clouds
Kourou,GF,5.1552,-52.6478,82.45,82,49,12.24,scattered clouds
Belyy Yar,RU,53.6039,91.3903,10.85,84,100,2.24,mist
Bontang,ID,0.1333,117.5,79.14,84,100,4.14,overcast clouds
Ramhormoz,IR,31.28,49.6035,57.83,61,17,2.46,few clouds
Carbonia,IT,39.1672,8.5222,72.55,59,1,1.7,clear sky
Kupang,ID,-10.1667,123.5833,77.58,100,75,2.3,broken clouds
Shakiso,ET,5.75,38.9167,66.34,52,54,1.16,broken clouds
Muskegon,US,43.3,-86.1334,21.74,81,100,4.61,overcast clouds
Vorkuta,RU,67.5,64.0,9.77,96,99,8.86,light snow
Ngunguru,NZ,-35.6167,174.5,60.78,91,17,5.46,few clouds
Vanavara,RU,60.34,102.2797,-4.23,100,97,4.05,overcast clouds
Mandali,IQ,33.7499,45.5541,56.41,48,9,2.42,clear sky
Nagato,JP,34.3833,131.2,47.8,71,86,7.31,overcast clouds
Kizema,RU,61.113,44.8302,5.85,99,69,3.76,broken clouds
Matucana,PE,-11.85,-76.4,62.2,83,100,4.16,overcast clouds
Upata,VE,8.0086,-62.3989,81.14,64,44,7.36,scattered clouds
Gharghoda,IN,22.1667,83.35,66.45,50,0,2.55,clear sky
Turukhansk,RU,65.8167,87.9833,21.7,95,100,18.03,snow
Kilindoni,TZ,-7.9139,39.6668,80.74,81,72,14.05,light rain
Konitsa,GR,40.0486,20.7567,49.42,83,3,1.23,clear sky
Ibra,OM,22.6906,58.5334,73.99,44,2,7.58,clear sky
Brownsville,US,25.9018,-97.4975,53.55,52,100,3.44,overcast clouds
Wangqing,CN,43.3218,129.7634,0.79,97,8,2.95,clear sky
Banda Aceh,ID,5.5577,95.3222,77.76,85,96,10.8,overcast clouds
Villa Bruzual,VE,9.3328,-69.1208,89.78,38,33,4.7,scattered clouds
Fethiye,TR,36.6217,29.1164,58.87,42,0,10.31,clear sky
Lubango,AO,-14.9172,13.4925,66.13,76,92,2.17,moderate rain
Secunda,ZA,-26.55,29.1667,73.31,52,55,2.91,broken clouds
Kyren,RU,51.6828,102.1408,-3.23,81,18,1.66,few clouds
Poum,NC,-20.2333,164.0167,79.41,81,100,17.11,overcast clouds
Bubaque,GW,11.2833,-15.8333,80.76,55,86,9.24,overcast clouds
Valdivia,CL,-39.8142,-73.2459,73.49,42,5,6.62,clear sky
Piacabucu,BR,-10.4056,-36.4344,84.42,62,76,12.26,broken clouds
Tirodi,IN,21.6833,79.7,68.43,54,3,1.9,clear sky
Coahuayana,MX,18.7333,-103.6833,82.18,41,0,2.51,clear sky
Opelousas,US,30.5335,-92.0815,43.92,42,0,6.91,clear sky
Neuquen,AR,-38.9516,-68.0591,89.49,55,0,10.36,clear sky
Camden,US,39.7835,-74.9663,26.76,59,3,4.0,clear sky
Pinawa,CA,50.1489,-95.8811,-1.14,86,93,6.82,overcast clouds
Lethem,GY,3.3803,-59.7968,84.29,63,99,8.48,overcast clouds
Jacqueville,CI,5.2052,-4.4146,80.89,68,13,9.62,few clouds
Shimoda,JP,34.6667,138.95,40.1,76,99,4.52,overcast clouds
Dalby,AU,-27.1833,151.2667,62.98,83,24,17.78,few clouds
Manakara,MG,-22.1333,48.0167,77.74,82,65,8.01,broken clouds
Sola,VU,-13.8833,167.55,74.07,94,97,0.0,overcast clouds
Chulym,RU,55.0997,80.9572,9.36,84,100,10.2,overcast clouds
Portland,US,45.5234,-122.6762,58.6,95,100,15.99,overcast clouds
Booue,GA,-0.0921,11.9385,81.19,75,98,3.49,overcast clouds
Georgetown,MY,5.4112,100.3354,82.33,81,20,6.91,few clouds
Loralai,PK,30.3705,68.598,45.07,23,26,0.18,scattered clouds
Miraflores,MX,19.2167,-98.8083,53.98,58,19,1.41,few clouds
Turinskaya Sloboda,RU,57.6232,64.3858,7.14,97,91,5.59,overcast clouds
Lewistown,US,40.5992,-77.5714,21.72,78,0,5.75,clear sky
Sorong,ID,-0.8833,131.25,79.72,81,100,1.28,overcast clouds
Salinas,US,36.6777,-121.6555,57.72,85,0,9.22,clear sky
Lasa,IT,46.6166,10.7002,47.28,92,51,3.85,broken clouds
Gizo,SB,-8.103,156.8419,81.19,80,100,8.99,overcast clouds
Ula,IN,22.7225,88.5556,76.98,78,0,0.0,haze
San Juan Del Sur,NI,11.2529,-85.8705,80.82,78,20,13.8,few clouds
Mutum,BR,-19.8,-41.4383,77.99,81,87,6.31,overcast clouds
San Cristobal,VE,7.7669,-72.225,80.6,35,62,7.4,broken clouds
Kristinehamn,SE,59.3098,14.1081,37.96,97,100,13.44,light rain
Mayumba,GA,-3.432,10.6554,79.25,84,84,4.5,light rain
The Valley,AI,18.217,-63.0578,82.54,69,75,21.85,broken clouds
Manggar,ID,-2.8833,108.2667,79.56,82,99,14.0,overcast clouds
Teguise,ES,29.0605,-13.564,68.22,64,85,20.71,haze
Sept-Iles,CA,50.2001,-66.3821,16.32,62,100,8.05,overcast clouds
Paamiut,GL,61.994,-49.6678,26.6,59,100,12.82,overcast clouds
Antalaha,MG,-14.9003,50.2788,76.01,88,33,5.7,light rain
Willowmore,ZA,-33.2926,23.4895,80.4,17,0,7.27,clear sky
Thalgau,AT,47.8333,13.25,48.81,92,75,2.3,broken clouds
Teya,RU,60.3778,92.6267,18.54,90,100,9.93,overcast clouds
Monrovia,LR,6.3005,-10.7969,89.37,62,5,10.45,clear sky
Inongo,CD,-1.95,18.2667,78.73,68,100,4.25,overcast clouds
Tecoanapa,MX,16.5167,-98.75,81.25,49,91,1.57,overcast clouds
Manzil Salim,TN,35.8567,8.4765,64.38,30,0,1.83,clear sky
Praxedis Guerrero,MX,31.3667,-106.0167,38.66,33,7,4.18,clear sky
Kinwat,IN,19.6333,78.2,76.23,42,11,4.23,few clouds
Vagay,RU,57.9375,69.0217,7.16,98,90,4.92,overcast clouds
Trairi,BR,-3.2778,-39.2689,87.28,52,42,15.39,scattered clouds
Valparaiso,CL,-33.0393,-71.6273,70.03,57,40,11.5,scattered clouds
Lanxi,CN,29.2195,119.477,39.9,67,9,3.69,clear sky
Brejo,BR,-3.6844,-42.7503,94.15,35,87,4.29,overcast clouds
Ayna,PE,-12.65,-73.9167,60.75,93,100,2.46,overcast clouds
Buala,SB,-8.145,159.5921,79.32,84,94,6.6,moderate rain
Gigmoto,PH,13.7796,124.39,75.74,78,100,16.31,overcast clouds
Salinopolis,BR,-0.6136,-47.3561,84.45,68,50,13.29,scattered clouds
Waipawa,NZ,-41.4122,175.5153,50.61,92,42,2.68,scattered clouds
Kantemirovka,RU,49.7089,39.8592,34.47,98,100,6.67,overcast clouds
Metkovic,HR,43.0542,17.6483,52.27,87,18,1.77,few clouds
Kununurra,AU,-15.7667,128.7333,82.38,89,70,0.0,broken clouds
Mwinilunga,ZM,-11.7358,24.4293,69.1,92,82,4.0,light rain
Doka,SD,13.5167,35.7667,74.16,19,8,8.61,clear sky
Safaga,EG,26.7292,33.9365,68.09,51,2,17.72,clear sky
Jiujiang,CN,29.7333,115.9833,45.82,48,13,8.68,few clouds
Aykhal,RU,66.0,111.5,-1.77,96,100,18.57,overcast clouds
San Andres,CO,12.5847,-81.7006,84.22,65,20,13.8,light rain
Dzaoudzi,YT,-12.7887,45.2699,84.09,70,0,3.44,clear sky
Hovd,MN,48.0056,91.6419,-4.56,79,15,3.02,few clouds
Strezhevoy,RU,60.7333,77.5889,17.49,94,98,10.38,overcast clouds
Whitianga,NZ,-36.8333,175.7,61.52,91,48,4.16,scattered clouds
Balakovo,RU,52.0278,47.8007,26.04,93,87,4.97,overcast clouds
Sur,OM,22.5667,59.5289,75.13,71,27,16.15,scattered clouds
Tura,IN,25.5198,90.2201,61.48,68,1,2.42,clear sky
Kieta,PG,-6.2167,155.6333,79.39,85,100,5.48,overcast clouds
Lieksa,FI,63.3167,30.0167,18.28,87,88,12.73,overcast clouds
Kidal,ML,18.4411,1.4078,76.03,19,0,14.63,clear sky
Srednekolymsk,RU,67.45,153.6833,-10.12,97,100,8.48,overcast clouds
Lao Cai,VN,22.4833,103.95,61.97,84,94,1.25,overcast clouds
Bellefontaine,US,40.3612,-83.7597,17.28,80,100,4.0,overcast clouds
Vangaindrano,MG,-23.35,47.6,76.6,87,27,7.34,scattered clouds
Pavilosta,LV,56.8879,21.1859,30.11,92,100,22.3,light snow
Shakhtinsk,KZ,49.71,72.5872,3.85,95,92,3.74,overcast clouds
Usvyaty,RU,55.7456,30.7533,16.03,93,51,8.48,broken clouds
Jiangyan,CN,32.5061,120.1428,34.59,59,6,3.67,clear sky
Hofn,IS,64.2539,-15.2082,20.75,58,0,13.89,clear sky
Plettenberg Bay,ZA,-34.0527,23.3716,69.91,76,0,14.47,clear sky
Kubrat,BG,43.8,26.5,44.51,73,49,4.72,scattered clouds
Chachapoyas,PE,-6.2317,-77.869,64.62,65,100,2.77,light rain
Lazaro Cardenas,MX,17.9583,-102.2,79.52,57,0,3.02,clear sky
Muroto,JP,33.2833,134.15,49.12,64,57,6.67,broken clouds
Botesti,RO,46.8,27.8833,39.18,83,100,9.53,overcast clouds
Zhuzhou,CN,27.8333,113.15,42.93,50,94,4.92,overcast clouds
Zermatt,CH,46.0213,7.7491,36.95,93,71,18.41,broken clouds
Fukue,JP,32.6881,128.8419,49.96,60,14,16.46,few clouds
Tadine,NC,-21.55,167.8833,76.48,87,100,10.02,overcast clouds
Andenes,NO,69.3143,16.1194,31.98,80,0,12.66,clear sky
Elista,RU,46.3078,44.2558,28.92,100,62,4.47,broken clouds
Jumilla,ES,38.4792,-1.325,61.14,47,100,1.3,overcast clouds
Adrar,MR,20.5022,-10.0711,76.86,12,0,12.82,clear sky
Goedereede,NL,51.8175,3.9806,44.98,77,11,5.99,few clouds
Kolondieba,ML,11.0882,-6.8926,91.67,12,52,4.23,broken clouds
Catamarca,AR,-28.4696,-65.7852,77.77,48,26,5.01,scattered clouds
Clyde River,CA,70.4692,-68.5914,-9.17,84,100,6.91,overcast clouds
Sechura,PE,-5.5569,-80.8222,78.4,59,37,5.86,scattered clouds
Condado,CU,21.8767,-79.8403,77.34,70,92,12.08,overcast clouds
Quatre Cocos,MU,-20.2078,57.7625,79.09,72,24,13.35,few clouds
Quelimane,MZ,-17.8786,36.8883,84.15,74,40,16.11,scattered clouds
Arlit,NE,18.7369,7.3853,79.48,14,0,7.27,clear sky
Columbus,US,39.9612,-82.9988,20.05,69,75,6.91,broken clouds
Alekseyevsk,RU,57.8406,108.3492,-24.47,100,27,1.77,scattered clouds
Flinders,AU,-34.5833,150.8552,69.39,84,0,3.0,light rain
Akureyri,IS,65.6835,-18.0878,3.13,92,40,3.44,scattered clouds
Perelyub,RU,51.8667,50.3667,20.21,86,27,6.2,scattered clouds
Maniwaki,CA,46.3834,-75.966,10.78,72,27,5.75,scattered clouds
Port Augusta,AU,-32.5,137.7667,87.71,26,26,8.16,scattered clouds
Cacule,BR,-14.5033,-42.2222,78.84,64,99,9.89,overcast clouds
Locri,IT,38.2414,16.2623,65.32,69,0,6.13,clear sky
Abeche,TD,13.8292,20.8324,76.93,15,0,7.38,clear sky
Maldonado,UY,-34.6667,-54.9167,70.99,39,2,13.27,clear sky
Jaffna,LK,9.6685,80.0074,78.08,88,10,10.8,clear sky
Udachnyy,RU,66.4167,112.4,-2.56,76,100,10.87,overcast clouds
Qaqortoq,GL,60.7167,-46.0333,25.2,65,100,12.77,overcast clouds
Byron Bay,AU,-28.65,153.6167,65.95,77,73,10.04,broken clouds
Saint Anthony,US,45.0205,-93.218,5.79,72,0,9.22,clear sky
Bakonycsernye,HU,47.324,18.0751,51.62,87,100,3.31,overcast clouds
Berezovyy,RU,51.6667,135.7,1.27,99,71,2.86,broken clouds
Ganzhou,CN,28.8184,115.4327,45.41,54,69,3.78,broken clouds
May Pen,JM,17.9645,-77.2451,85.21,49,1,8.66,clear sky
Acarau,BR,-2.8856,-40.12,86.81,53,39,17.94,scattered clouds
Lamu,KE,-2.2717,40.902,82.62,81,85,17.34,overcast clouds
Hargeysa,SO,9.56,44.065,66.65,74,65,14.99,broken clouds
Half Moon Bay,US,37.4636,-122.4286,54.86,92,100,3.44,mist
Akhmeta,GE,42.0311,45.2075,32.52,68,1,2.51,clear sky
Orotukan,RU,62.2667,151.7,-10.98,100,100,2.04,overcast clouds
Woodward,US,36.4337,-99.3904,43.83,67,56,16.75,broken clouds
Aksarayskiy,RU,46.7924,48.0119,29.91,60,0,5.01,clear sky
Viedma,AR,-40.8135,-62.9967,89.58,13,9,17.76,clear sky
Osa,RU,57.2829,55.4567,-9.81,100,94,1.25,overcast clouds
Yasu,JP,35.068,136.0233,42.08,86,83,5.99,broken clouds
Sao Joao Da Barra,BR,-21.6403,-41.0511,84.29,81,78,14.41,broken clouds
Casa Nova,BR,-9.4167,-41.1333,86.13,45,91,10.71,overcast clouds
Buriti Bravo,BR,-5.8372,-43.8336,88.92,46,91,4.99,overcast clouds
Melilla,ES,35.2937,-2.9383,71.8,77,0,3.44,clear sky
Marsabit,KE,2.3284,37.9899,71.92,55,70,6.69,broken clouds
Santa Comba,ES,43.0331,-8.8093,55.69,86,61,1.7,broken clouds
Lyuban,BY,52.7985,28.0048,28.08,97,100,17.18,snow
Edd,ER,13.9297,41.6925,78.17,79,93,12.12,light rain
Ekuvukeni,ZA,-28.4675,30.1551,61.05,96,100,3.94,light rain
Kramat,ID,-8.1311,113.4499,74.21,93,100,1.83,light rain
Den Helder,NL,52.9599,4.7593,44.58,77,100,17.27,overcast clouds
General Jose Eduvigis Diaz,PY,-27.1667,-58.4167,84.24,31,43,9.01,light rain
Humaita,BR,-7.5061,-63.0208,88.83,56,94,2.66,overcast clouds
Aquin,HT,18.2833,-73.4,81.68,63,0,4.97,clear sky
Bonga,ET,7.2833,36.2333,61.88,92,76,0.2,light rain
Lavrentiya,RU,65.5833,-171.0,2.44,92,12,12.03,few clouds
